2024-07-21 18:30:20,0,0,86,167,0,159
2024-07-21 18:30:20,0,0,85,167,1,165
2024-07-21 18:30:21,29,54,86,167,1,161
2024-07-21 18:30:21,0,0,88,167,1,163
2024-07-21 18:30:22,0,0,92,167,1,138
2024-07-21 18:30:22,29,54,88,167,1,144
2024-07-21 18:30:22,0,0,86,167,0,157
2024-07-21 18:30:23,0,0,86,167,0,155
2024-07-21 18:30:23,29,54,88,167,0,160
2024-07-21 18:30:24,0,0,88,167,0,157
2024-07-21 18:30:24,0,0,85,167,0,143
2024-07-21 18:30:24,29,54,151,167,0,157
2024-07-21 18:30:25,0,0,87,167,0,160
2024-07-21 18:30:25,0,0,86,167,0,146
2024-07-21 18:30:26,29,54,86,167,0,150
2024-07-21 18:30:26,0,0,87,167,0,137
2024-07-21 18:30:27,0,0,88,167,0,151
2024-07-21 18:30:27,29,54,87,167,0,137
2024-07-21 18:30:27,0,0,86,167,1,139
2024-07-21 18:30:28,0,0,85,167,1,163
2024-07-21 18:30:28,29,54,86,167,1,153
2024-07-21 18:30:29,0,0,86,167,1,152
2024-07-21 18:30:29,0,0,86,167,1,162
2024-07-21 18:30:30,29,54,86,167,1,162
2024-07-21 18:30:30,0,0,85,167,0,152
2024-07-21 18:30:30,0,0,88,167,0,137
2024-07-21 18:30:31,29,54,87,167,1,157
2024-07-21 18:30:31,0,0,85,167,1,132
2024-07-21 18:30:32,0,0,89,167,1,161
2024-07-21 18:30:32,29,54,204,167,1,143
2024-07-21 18:30:32,0,0,134,167,1,142
2024-07-21 18:30:33,0,0,203,167,1,156
2024-07-21 18:30:33,29,54,86,167,0,146
2024-07-21 18:30:34,0,0,85,167,0,147
2024-07-21 18:30:34,0,0,87,167,0,160
2024-07-21 18:30:35,29,54,85,167,0,163
2024-07-21 18:30:35,0,0,117,167,0,163
2024-07-21 18:30:35,0,0,86,167,1,163
2024-07-21 18:30:36,29,54,91,167,1,152
2024-07-21 18:30:36,0,0,86,167,1,162
2024-07-21 18:30:37,0,0,86,167,1,136
2024-07-21 18:30:37,29,54,85,167,1,145
2024-07-21 18:30:38,0,0,173,167,1,160
2024-07-21 18:30:38,0,0,87,167,0,198
2024-07-21 18:30:38,29,54,142,167,0,157
2024-07-21 18:30:39,0,0,87,167,0,162
2024-07-21 18:30:39,0,0,86,167,1,136
2024-07-21 18:30:40,29,54,85,167,1,147
2024-07-21 18:30:40,0,0,86,167,1,134
2024-07-21 18:30:40,0,0,86,167,1,137
2024-07-21 18:30:41,29,54,86,167,1,132
2024-07-21 18:30:41,0,0,84,167,0,159
2024-07-21 18:30:42,0,0,87,166,0,137
2024-07-21 18:30:42,29,54,88,167,0,140
2024-07-21 18:30:43,0,0,87,167,0,133
2024-07-21 18:30:43,0,0,86,167,0,143
2024-07-21 18:30:43,29,54,84,167,1,133
2024-07-21 18:30:44,0,0,84,167,1,158
2024-07-21 18:30:44,0,0,87,167,1,161
2024-07-21 18:30:45,29,54,85,167,1,162
2024-07-21 18:30:45,0,0,88,167,1,156
2024-07-21 18:30:45,0,0,181,167,0,157
2024-07-21 18:30:46,29,54,87,167,0,157
2024-07-21 18:30:46,0,0,87,167,0,159
2024-07-21 18:30:47,0,0,86,167,0,146
2024-07-21 18:30:47,29,54,88,167,0,151
2024-07-21 18:30:48,0,0,88,167,0,132
2024-07-21 18:30:48,0,0,88,167,0,158
2024-07-21 18:30:48,29,54,93,167,1,147
2024-07-21 18:30:49,0,0,87,167,1,160
2024-07-21 18:30:49,0,0,88,167,1,142
2024-07-21 18:30:50,29,54,84,167,1,146
2024-07-21 18:30:50,0,0,85,167,1,134
2024-07-21 18:30:50,0,0,87,167,0,157
2024-07-21 18:30:51,29,54,86,167,0,143
2024-07-21 18:30:51,0,0,86,167,0,163
2024-07-21 18:30:52,0,0,87,167,0,144
2024-07-21 18:30:52,29,54,91,167,0,153
2024-07-21 18:30:53,0,0,88,167,0,139
2024-07-21 18:30:53,0,0,85,167,1,152
2024-07-21 18:30:53,29,54,86,167,1,132
2024-07-21 18:30:54,0,0,88,167,1,159
2024-07-21 18:30:54,0,0,86,166,1,132
2024-07-21 18:30:55,29,54,85,167,1,134
2024-07-21 18:30:55,0,0,87,167,0,149
2024-07-21 18:30:56,0,0,89,167,0,160
2024-07-21 18:30:56,29,54,86,167,0,161
2024-07-21 18:30:56,0,0,85,31,0,156
2024-07-21 18:30:57,0,0,89,167,1,139
2024-07-21 18:30:57,29,54,85,167,1,144
2024-07-21 18:30:58,0,0,86,167,1,142
2024-07-21 18:30:58,0,0,85,167,1,163
2024-07-21 18:30:58,29,54,86,167,1,160
2024-07-21 18:30:59,0,0,87,167,0,154
2024-07-21 18:30:59,0,0,86,167,0,132
2024-07-21 18:31:00,29,54,86,167,0,134
2024-07-21 18:31:00,0,0,87,167,1,140
2024-07-21 18:31:01,0,0,88,167,1,155
2024-07-21 18:31:01,29,54,88,21,1,162
2024-07-21 18:31:01,0,0,88,21,1,133
2024-07-21 18:31:02,0,0,211,167,1,147
2024-07-21 18:31:02,29,54,85,167,1,147
2024-07-21 18:31:03,0,0,85,167,0,160
2024-07-21 18:31:03,0,0,88,167,0,143
2024-07-21 18:31:03,29,54,87,167,0,148
2024-07-21 18:31:04,0,0,86,167,1,150
2024-07-21 18:31:04,0,0,87,167,1,162
2024-07-21 18:31:05,29,54,87,8,1,161
2024-07-21 18:31:05,0,0,88,167,1,149
2024-07-21 18:31:06,0,0,102,167,1,148
2024-07-21 18:31:06,29,54,88,167,0,159
2024-07-21 18:31:06,0,0,88,3,0,153
2024-07-21 18:31:07,0,0,86,167,0,134
2024-07-21 18:31:07,29,54,83,167,0,133
2024-07-21 18:31:08,0,0,87,167,0,155
2024-07-21 18:31:08,0,0,86,167,0,151
2024-07-21 18:31:08,29,54,87,167,1,130
2024-07-21 18:31:09,0,0,87,167,1,138
2024-07-21 18:31:09,0,0,87,167,1,163
2024-07-21 18:31:10,29,54,89,167,1,161
2024-07-21 18:31:10,0,0,85,167,1,152
2024-07-21 18:31:11,0,0,88,167,0,136
2024-07-21 18:31:11,29,54,85,167,0,141
2024-07-21 18:31:11,0,0,87,167,0,153
2024-07-21 18:31:12,0,0,87,167,1,163
2024-07-21 18:31:12,29,54,91,167,1,161
2024-07-21 18:31:13,0,0,86,167,1,160
2024-07-21 18:31:13,0,0,151,167,1,161
2024-07-21 18:31:13,29,54,88,167,1,165
2024-07-21 18:31:14,0,0,184,167,1,156
2024-07-21 18:31:14,0,0,493,167,0,161
2024-07-21 18:31:15,29,54,86,167,0,154
2024-07-21 18:31:15,0,0,85,166,0,153
2024-07-21 18:31:16,0,0,88,167,0,135
2024-07-21 18:31:16,29,54,87,167,0,137
2024-07-21 18:31:16,0,0,86,167,0,156
2024-07-21 18:31:17,0,0,86,167,0,156
2024-07-21 18:31:17,29,55,83,167,0,150
2024-07-21 18:31:18,0,0,88,167,0,161
2024-07-21 18:31:18,0,0,86,167,0,139
2024-07-21 18:31:19,29,55,87,167,0,149
2024-07-21 18:31:19,0,0,88,167,0,138
2024-07-21 18:31:19,0,0,86,167,0,163
2024-07-21 18:31:20,29,55,88,167,0,159
2024-07-21 18:31:20,0,0,90,167,0,144
2024-07-21 18:31:21,0,0,85,167,0,143
2024-07-21 18:31:21,29,55,227,167,0,161
2024-07-21 18:31:21,0,0,87,167,0,162
2024-07-21 18:31:22,0,0,88,167,0,137
2024-07-21 18:31:22,29,55,87,167,0,157
2024-07-21 18:31:23,0,0,87,167,0,132
2024-07-21 18:31:23,0,0,87,167,0,162
2024-07-21 18:31:24,29,55,88,167,0,161
2024-07-21 18:31:24,0,0,87,167,0,157
2024-07-21 18:31:24,0,0,89,167,0,132
2024-07-21 18:31:25,29,55,87,167,0,141
2024-07-21 18:31:25,0,0,87,167,0,152
2024-07-21 18:31:26,0,0,87,167,0,164
2024-07-21 18:31:26,29,55,87,167,0,165
2024-07-21 18:31:26,0,0,136,167,0,142
2024-07-21 18:31:27,0,0,87,167,0,136
2024-07-21 18:31:27,29,55,88,167,0,132
2024-07-21 18:31:28,0,0,88,167,0,155
2024-07-21 18:31:28,0,0,87,167,0,160
